"Point.Forecast" "Lo.95" "Hi.95"
"28.16667" -1989.20983763332 -7453.68459599463 3475.264920728
"28.20833" -2051.25285221838 -7536.63214616607 3434.1264417293
"28.25000" -1851.98023441587 -7358.18469957806 3654.22423074631
"28.29167" -1936.66751421876 -7463.61868334212 3590.28365490459
"28.33333" -1690.78470051437 -7238.40498668898 3856.83558566024
"28.37500" -1756.35733619591 -7324.57001651606 3811.85534412424
"28.41667" -1984.90582827924 -7573.63502792563 3603.82337136714
"28.45833" -1955.44657031879 -7564.6172470483 3653.72410641072
"28.50000" -1936.68703499129 -7566.22496402101 3692.85089403842
"28.54167" -1934.18745997075 -7584.01921924343 3715.64429930193
"28.58333" -1716.13226186807 -7386.18521768676 3953.92069395062
"28.62500" -1642.95403703684 -7333.15633005686 4047.24825598318
"28.66667" -1673.91179350542 -7384.19232507236 4036.36873806151
"28.70833" -1402.26885130736 -7132.55727013013 4328.01956751542
"28.75000" -1402.41341796753 -7152.64010711609 4347.81327118103
"28.79167" -1341.27894610566 -7111.37501032317 4428.81711811185
"28.83333" -1074.85853966786 -6864.75579298768 4715.03871365197
"28.87500" -1241.67856733011 -7058.40489957069 4575.04776491046
"28.91667" -1231.36152430315 -7067.73084416999 4605.0077955637
"28.95833" -1538.89693655955 -7394.8433546533 4317.0494815342
"29.00000" -1659.30267397482 -7534.76095952898 4216.15561157934
"29.04167" -1901.8169779724 -7796.72254795306 3993.08859200827
"29.08333" -2128.96155779623 -8043.25046625269 3785.32735066023
"29.12500" -2217.12049735873 -8150.72942501761 3716.48843030014
"29.16667" -2323.20680294153 -8276.07304703732 3629.65944115426
"29.20833" -2385.2498175266 -8357.31128186177 3586.81164680858
"29.25000" -2185.97719972409 -8177.17238495209 3805.21798550392
"29.29167" -2270.66447952697 -8280.9324736518 3739.60351459785
"29.33333" -2024.78166582258 -8054.06213490869 4004.49880326354
"29.37500" -2090.35430150412 -8138.58748059083 3957.87887758259
"29.41667" -2318.90279358746 -8386.02947780193 3748.22389062702
"29.45833" -2289.443535627 -8375.40507149045 3796.51800023645
"29.50000" -2270.68400029951 -8375.42227722108 3834.05427662207
"29.54167" -2268.18442527896 -8391.64186723228 3855.27301667435
"29.58333" -2050.12922717628 -8192.24878455348 4091.99033020092
"29.62500" -1976.95100234505 -8137.67614398362 4183.77413929351
"29.66667" -2007.90875881364 -8187.18346419125 4171.36594656397
"29.70833" -1736.26581661557 -7934.03456820848 4461.50293497734
"29.75000" -1736.41038327574 -7952.61815907632 4479.79739252485
"29.79167" -1675.27591141387 -7909.86817760303 4559.31635477528
"29.83333" -1408.85550497607 -7661.7782087465 4844.06719879436
"x"
"1" "============================"
"Point.Forecast" "Lo.95" "Hi.95"
"22.87500" 1499.07422854883 560.898954602982 2437.24950249468
"22.91667" 1595.79033774864 482.054327453523 2709.52634804375
"22.95833" 1280.71585274319 15.5506632865809 2545.8810421998
"23.00000" 1100.6686504557 -299.644890362022 2500.98219127343
"23.04167" 752.799328982052 -770.720631038878 2276.31928900298
"23.08333" 444.725323196274 -1192.75692848369 2082.20757487624
"23.12500" 352.972097033772 -1391.04142944805 2096.9856235156
"23.16667" 207.919352163216 -1636.48251200204 2052.32121632847
"23.20833" 146.520348567528 -1793.08097451951 2086.12167165456
"23.25000" 384.762340568591 -1645.57958839453 2415.10426953171
"23.29167" 234.50053458439 -1882.69652863159 2351.69759780037
"23.33333" 621.804595899447 -1578.82223763574 2822.43142943463
"23.37500" 580.067580568666 -1700.93954709661 2861.07470823394
"23.41667" 278.986706166602 -2079.66302883953 2637.63644117273
"23.45833" 301.446332491564 -2132.37034680645 2735.26301178957
"23.50000" 243.731768973959 -2262.99890750764 2750.46244545556
"23.54167" 261.591508662239 -2315.99141733618 2839.17443466066
"23.58333" 480.134231840874 -2166.40479042637 3126.67325410812
"23.62500" 529.453984277124 -2184.28952835777 3243.19749691202
"23.66667" 860.649575120097 -1918.67388722694 3639.97303746713
"23.70833" 761.811590644316 -2081.57968815243 3605.20286944106
"23.75000" 953.71496854776 -1952.33200635166 3859.76194344718
"23.79167" 945.548268506433 -2021.83173349985 3912.92827051271
"23.83333" 1343.62688003763 -1683.84386834154 4371.09762841679
"23.87500" 1050.95674920419 -2060.76312359473 4162.67662200312
"23.91667" 1147.672858404 -2021.40202596786 4316.74774277585
"23.95833" 832.59837339855 -2392.81178327008 4058.00853006718
"24.00000" 652.551171111065 -2628.22704978804 3933.32939201017
"24.04167" 304.681849637413 -3030.54539759936 3639.90909687419
"24.08333" -3.39215614836377 -3392.19369160235 3385.40937930562
"24.12500" -95.1453823108661 -3536.68731910024 3346.39655447851
"24.16667" -240.198127181423 -3733.68434565498 3253.28809129214
"24.20833" -301.597130777111 -3846.26651093789 3243.07224938367
"24.25000" -63.3551387760469 -3658.47906857792 3531.76879102583
"24.29167" -213.616944760249 -3858.49706989726 3431.26318037676
"24.33333" 173.687116554808 -3520.27906934937 3867.65330245899
"24.37500" 131.950101224027 -3610.45837976628 3874.35858221434
"24.41667" -169.130773178037 -3959.36246722695 3621.10092087088
"24.45833" -146.671146853075 -3984.13011739043 3690.78782368428
"24.50000" -204.385710370679 -4088.49775903023 3679.72633828887
"24.54167" -186.525970682399 -4116.73734699882 3743.68540563402
"24.58333" 32.0167524962358 -3943.7594633529 4007.79296834537
"24.62500" 81.3365049324857 -3939.48823316496 4102.16124302993
"24.66667" 412.532095775458 -3652.84201130019 4477.9062028511
"24.70833" 313.694111299677 -3795.7464450858 4423.13466768516
"24.75000" 505.597489203122 -3647.44196912743 4658.63694753367
"24.79167" 497.430789161795 -3698.75459740482 4693.61617572841
"24.83333" 895.509400692989 -3343.38277231872 5134.40157370469
"24.87500" 602.839269859556 -3696.62910296285 4902.30764268197
"24.91667" 699.555379059358 -3641.6038376574 5040.71459577612
"24.95833" 384.480894053912 -3997.97257413826 4766.93436224608
"25.00000" 204.433691766426 -4218.92854264919 4627.79592618204
"25.04167" -143.435629707225 -4607.33174328771 4320.46048387326
"25.08333" -451.509635493002 -4955.5748624656 4052.55559147959
"25.12500" -543.262861655504 -5087.14211014004 4000.61638682903
"25.16667" -688.315606526061 -5271.66303834847 3895.03182529635
"25.20833" -749.714610121749 -5372.19324574331 3872.76402549981
"25.25000" -511.472618120685 -5172.75396478519 4149.80872854382
"25.29167" -661.734424104887 -5361.49812547831 4038.02927726853
"25.33333" -274.43036278983 -5012.36386852119 4463.50314294153
"25.37500" -316.167378120611 -5091.96563189103 4459.63087564981
"25.41667" -617.248252522675 -5430.61339727341 4196.11689222806
"25.45833" -594.788626197713 -5445.42972533976 4255.85247294434
"25.50000" -652.503189715317 -5540.13596322344 4235.1295837928
"25.54167" -634.643450027038 -5558.99002441185 4289.70312435777
"25.58333" -416.100726848402 -5376.88939808205 4544.68794438524
"25.62500" -366.780974412153 -5363.74598295732 4630.18403413301
"25.66667" -35.5853835691801 -5068.46670072832 4997.29593358996
"25.70833" -134.423368044961 -5202.96649290779 4934.11975681786
"25.75000" 57.4800098584839 -5046.47575646423 5161.4357761812
"25.79167" 49.3133098171567 -5089.81108258313 5188.43770221744
"25.83333" 447.39192134835 -4726.66205754946 5621.44590024617
"25.87500" 154.721790514918 -5069.07529695207 5378.51887798191
"25.91667" 251.43789971472 -5006.72633003441 5509.60212946385
"25.95833" -63.6365852907264 -5355.94478899523 5228.67161841378
"26.00000" -243.683787578212 -5569.91708879425 5082.54951363783
"26.04167" -591.553109051863 -5951.49678739098 4768.39056928725
"26.08333" -899.62711483764 -6293.07047608212 4493.81624640684
"26.12500" -991.380341000143 -6418.11659283115 4435.35591083086
"26.16667" -1136.4330858707 -6596.25921890108 4323.39304715968
"26.20833" -1197.83208946639 -6690.54876329057 4294.8845843578
"26.25000" -959.590097465324 -6485.00153145745 4565.8213365268
"26.29167" -1109.85190344953 -6667.76577205847 4448.06196515942
"26.33333" -722.547842134468 -6312.7751744404 4867.67949017146
"26.37500" -764.284857465249 -6386.63994077731 4858.07022584682
"26.41667" -1065.36573186731 -6719.66601915572 4588.93455542109
"26.45833" -1042.90610554235 -6728.97212651101 4643.15991542631
"26.50000" -1100.62066905996 -6818.27594467767 4617.03460655776
"26.54167" -1082.76092937168 -6831.83188969073 4666.31003094737
"26.58333" -864.218206193041 -6644.53411129447 4916.09769890838
"26.62500" -814.898453756791 -6626.29131767102 4996.49441015744
"26.66667" -483.702862913818 -6326.00738037419 5358.60165454656
"26.70833" -582.540847389599 -6455.59432328462 5290.51262850542
"26.75000" -390.637469486155 -6294.27975088391 5513.0048119116
"26.79167" -398.804169527482 -6332.87758015294 5535.26924109797
"26.83333" -0.725557996287762 -5965.07483504879 5963.62371905622
"26.87500" -293.395688829721 -6300.94791358458 5714.15653592513
"26.91667" -196.679579629918 -6234.13921006569 5840.78005080586
"26.95833" -511.754064635365 -6578.97367868647 5555.46554941574
"27.00000" -691.80126692285 -6788.63560132223 5405.03306747653
"27.04167" -1039.6705883965 -7165.97648649658 5086.63530970358
"27.08333" -1347.74459418228 -7503.38095552466 4807.89176716011
